Uniprot-Accession,S3-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-names
O88488,CHOYP_LOC100491367.2.3|m.38110,0,0,0,0,0,0,0,0,1.00E-14,Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.-) (Protein-tyrosine phosphatase receptor-type expressed by glomerular mesangial cells protein 1) (rPTP-GMC1) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q) (EC 3.1.3.48),Ptprq Ptpgmc1,2302,cell differentiation [GO:0030154]; inner ear morphogenesis [GO:0042472]; phosphatidylinositol dephosphorylation [GO:0046856]; regulation of fat cell differentiation [GO:0045598],GO:0004725; GO:0005886; GO:0016021; GO:0030154; GO:0042472; GO:0045598; GO:0046856,,,cd00063;,PF00041;PF00102;,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein tyrosine phosphatase activity [GO:0004725]; cell differentiation [GO:0030154]; inner ear morphogenesis [GO:0042472]; phosphatidylinositol dephosphorylation [GO:0046856]; regulation of fat cell differentiation [GO:0045598]
Q5RJ80,CHOYP_LOC100697720.1.2|m.5790,0,0,0,0,0,0,0,0,2.00E-10,Caprin-2 (RNA granule protein 140),caprin2 rng140 si:ch211-11c20.4,914,dorsal/ventral pattern formation [GO:0009953]; negative regulation of translation [GO:0017148]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of Wnt signaling pathway [GO:0030177]; positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification [GO:2000055]; regulation of growth [GO:0040008],GO:0003723; GO:0005737; GO:0005886; GO:0009953; GO:0017148; GO:0030177; GO:0040008; GO:0046872; GO:0050775; GO:0061003; GO:0090263; GO:2000055,,,,PF00386;PF12287;,cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; dorsal/ventral pattern formation [GO:0009953]; negative regulation of translation [GO:0017148]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of Wnt signaling pathway [GO:0030177]; positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification [GO:2000055]; regulation of growth [GO:0040008]
Q8TD19,CHOYP_NEK9.1.1|m.19497,0.5,0,0,0,0,0,0,0,0,Serine/threonine-protein kinase Nek9 (EC 2.7.11.1) (Nercc1 kinase) (Never in mitosis A-related kinase 9) (NimA-related protein kinase 9) (NimA-related kinase 8) (Nek8),NEK9 KIAA1995 NEK8 NERCC,979,cell division [GO:0051301]; mitotic nuclear division [GO:0007067]; mitotic nuclear envelope disassembly [GO:0007077],GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0007067; GO:0007077; GO:0019901; GO:0046872; GO:0051301,,,,PF00069;PF00415;,cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; cell division [GO:0051301]; mitotic nuclear division [GO:0007067]; mitotic nuclear envelope disassembly [GO:0007077]
P81718,CHOYP_PTPRT.1.45|m.2628,0,0,0,0,0,0,0,0,1.00E-49,Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Protein-tyrosine phosphatase SHP-1),Ptpn6 Ptph6,613,cell differentiation [GO:0030154]; cell proliferation [GO:0008283]; protein dephosphorylation [GO:0006470]; regulation of ERK1 and ERK2 cascade [GO:0070372]; response to wounding [GO:0009611],GO:0004725; GO:0005001; GO:0005634; GO:0005737; GO:0006470; GO:0008283; GO:0009611; GO:0030154; GO:0046703; GO:0070372,,,,PF00017;PF00102;,cytoplasm [GO:0005737]; nucleus [GO:0005634]; natural killer cell lectin-like receptor binding [GO:0046703]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; cell differentiation [GO:0030154]; cell proliferation [GO:0008283]; protein dephosphorylation [GO:0006470]; regulation of ERK1 and ERK2 cascade [GO:0070372]; response to wounding [GO:0009611]
Q80ZA5,CHOYP_S4A8.1.1|m.28334,0,0,0,0,0,0,0,0,0,Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10),Slc4a10 Ncbe,1117,anion transmembrane transport [GO:0098656]; bicarbonate transport [GO:0015701]; nervous system development [GO:0007399]; regulation of intracellular pH [GO:0051453]; sodium ion transport [GO:0006814],GO:0005452; GO:0005887; GO:0006814; GO:0007399; GO:0008509; GO:0015293; GO:0015297; GO:0015701; GO:0051453; GO:0098656,,,,PF07565;PF00955;,integral component of plasma membrane [GO:0005887]; anion transmembrane transporter activity [GO:0008509]; antiporter activity [GO:0015297]; inorganic anion exchanger activity [GO:0005452]; symporter activity [GO:0015293]; anion transmembrane transport [GO:0098656]; bicarbonate transport [GO:0015701]; nervous system development [GO:0007399]; regulation of intracellular pH [GO:0051453]; sodium ion transport [GO:0006814]
Q8BYH3,CHOYP_TRM13.1.1|m.16853,0,0,0,0,0,0,0,0,6.00E-88,tRNA:m(4)X modification enzyme TRM13 homolog (EC 2.1.1.225) (Coiled-coil domain-containing protein 76),Trmt13 Ccdc76,481,tRNA methylation [GO:0030488],GO:0008175; GO:0030488; GO:0046872,,,,PF05206;PF11722;PF05253;,metal ion binding [GO:0046872]; tRNA methyltransferase activity [GO:0008175]; tRNA methylation [GO:0030488]
O35309,CHOYP_BRAFLDRAFT_208436.29.32|m.61623,0,0,0,0,0,0,0,0,0.000001,N-myc-interactor (Nmi) (N-myc and STAT interactor),Nmi,314,interferon-gamma-mediated signaling pathway [GO:0060333]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha biosynthetic process [GO:0045355]; negative regulation of interferon-beta biosynthetic process [GO:0045358]; negative regulation of type I interferon production [GO:0032480]; positive regulation of protein K48-linked ubiquitination [GO:1902524]; transcription from RNA polymerase II promoter [GO:0006366],GO:0000166; GO:0003712; GO:0005654; GO:0005737; GO:0005829; GO:0006366; GO:0032480; GO:0042802; GO:0045355; GO:0045358; GO:0045824; GO:0060333; GO:1902524,,,,PF07334;PF07292;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]; transcription cofactor activity [GO:0003712]; interferon-gamma-mediated signaling pathway [GO:0060333]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha biosynthetic process [GO:0045355]; negative regulation of interferon-beta biosynthetic process [GO:0045358]; negative regulation of type I interferon production [GO:0032480]; positive regulation of protein K48-linked ubiquitination [GO:1902524]; transcription from RNA polymerase II promoter [GO:0006366]
Q3TV65,CHOYP_BRAFLDRAFT_221394.1.1|m.66239,0,0,0,0,0,0,0,0,7.00E-82,MPN domain-containing protein (EC 3.4.-.-),Mpnd,487,,GO:0008233,,,,PF01398;,peptidase activity [GO:0008233]
B2IZD3,CHOYP_BRAFLDRAFT_81322.1.2|m.17860,0,0,0,0,0,0,0,0,2.00E-11,Bacterial dynamin-like protein (BDLP) (EC 3.6.5.5),Npun_R6513,693,,GO:0003924; GO:0005525; GO:0005886; GO:0008289; GO:0016021,,,,PF00350;,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; lipid binding [GO:0008289]
O08560,CHOYP_DGKZA.1.2|m.29620,0,0,0,0,0,0,0,0,0,Diacylglycerol kinase zeta (DAG kinase zeta) (EC 2.7.1.107) (104 kDa diacylglycerol kinase) (DGK-IV) (Diglyceride kinase zeta) (DGK-zeta),Dgkz Dagk6,929,diacylglycerol metabolic process [GO:0046339]; intracellular signal transduction [GO:0035556]; lipid phosphorylation [GO:0046834]; protein kinase C-activating G-protein coupled receptor signaling pathway [GO:0007205],GO:0004143; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0007205; GO:0016607; GO:0030027; GO:0035556; GO:0046339; GO:0046834; GO:0046872,,,cd00029;,PF12796;PF00130;PF00609;PF00781;,cytoplasm [GO:0005737]; lamellipodium [GO:0030027]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]; metal ion binding [GO:0046872]; diacylglycerol metabolic process [GO:0046339]; intracellular signal transduction [GO:0035556]; lipid phosphorylation [GO:0046834]; protein kinase C-activating G-protein coupled receptor signaling pathway [GO:0007205]
Q96EV8,CHOYP_DTNBP1.1.1|m.66644,0,0,0,0,0,0,0,0,2.00E-30,Dysbindin (Biogenesis of lysosome-related organelles complex 1 subunit 8) (BLOC-1 subunit 8) (Dysbindin-1) (Dystrobrevin-binding protein 1) (Hermansky-Pudlak syndrome 7 protein) (HPS7 protein),DTNBP1 BLOC1S8 My031,351,actin cytoskeleton reorganization [GO:0031532]; anterograde axonal transport [GO:0008089]; anterograde synaptic vesicle transport [GO:0048490]; blood coagulation [GO:0007596]; dendrite morphogenesis [GO:0048813]; melanosome organization [GO:0032438]; negative regulation of protein binding [GO:0032091]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; neuron projection development [GO:0031175]; neuron projection morphogenesis [GO:0048812]; platelet dense granule organization [GO:0060155]; positive regulation of gene expression [GO:0010628]; positive regulation of neurotransmitter secretion [GO:0001956]; regulation of dopamine receptor signaling pathway [GO:0060159]; regulation of dopamine secretion [GO:0014059]; regulation of JUN kinase activity [GO:0043506],GO:0001956; GO:0005634; GO:0005737; GO:0005789; GO:0005829; GO:0007596; GO:0008089; GO:0010008; GO:0010628; GO:0014059; GO:0014069; GO:0015630; GO:0016528; GO:0030054; GO:0030424; GO:0030426; GO:0030496; GO:0030672; GO:0031083; GO:0031175; GO:0031532; GO:0032091; GO:0032438; GO:0033162; GO:0042383; GO:0043005; GO:0043197; GO:0043506; GO:0045211; GO:0048490; GO:0048812; GO:0048813; GO:0060155; GO:0060159; GO:0071901; GO:1904115,,,,PF04440;,axon [GO:0030424]; axon cytoplasm [GO:1904115]; BLOC-1 complex [GO:0031083]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; growth cone [GO:0030426]; melanosome membrane [GO:0033162]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; neuron projection [GO:0043005]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; sarcolemma [GO:0042383]; sarcoplasm [GO:0016528]; synaptic vesicle membrane [GO:0030672]; actin cytoskeleton reorganization [GO:0031532]; anterograde axonal transport [GO:0008089]; anterograde synaptic vesicle transport [GO:0048490]; blood coagulation [GO:0007596]; dendrite morphogenesis [GO:0048813]; melanosome organization [GO:0032438]; negative regulation of protein binding [GO:0032091]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; neuron projection development [GO:0031175]; neuron projection morphogenesis [GO:0048812]; platelet dense granule organization [GO:0060155]; positive regulation of gene expression [GO:0010628]; positive regulation of neurotransmitter secretion [GO:0001956]; regulation of dopamine receptor signaling pathway [GO:0060159]; regulation of dopamine secretion [GO:0014059]; regulation of JUN kinase activity [GO:0043506]
P18700,CHOYP_LOC100366728.1.1|m.57452,0,0,0,0,0,0,0,0,0,Tubulin beta chain (Beta-tubulin) (Fragment),,292,microtubule-based process [GO:0007017],GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017,,,,PF00091;PF03953;,cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]
Q02763,CHOYP_LOC100371242.3.6|m.39821,0,0,0,0,0,0,0,0,5.00E-13,Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (Tunica interna endothelial cell kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TEK) (Tyrosine-protein kinase receptor TIE-2) (hTIE2) (p140 TEK) (CD antigen CD202b),TEK TIE2 VMCM VMCM1,1124,angiogenesis [GO:0001525]; cell-cell signaling [GO:0007267]; definitive hemopoiesis [GO:0060216]; endochondral ossification [GO:0001958]; endothelial cell proliferation [GO:0001935]; glomerulus vasculature development [GO:0072012]; heart development [GO:0007507]; heart trabecula formation [GO:0060347]; leukocyte migration [GO:0050900]; MAPK cascade [GO:0000165]; negative regulation of angiogenesis [GO:0016525]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of inflammatory response [GO:0050728]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of angiogenesis [GO:0045766]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of intracellular signal transduction [GO:1902533]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; protein autophosphorylation [GO:0046777]; protein oligomerization [GO:0051259]; regulation of endothelial cell apoptotic process [GO:2000351]; regulation of establishment or maintenance of cell polarity [GO:0032878]; regulation of vascular permeability [GO:0043114]; response to cAMP [GO:0051591]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; response to peptide hormone [GO:0043434]; signal transduction [GO:0007165]; sprouting angiogenesis [GO:0002040]; substrate adhesion-dependent cell spreading [GO:0034446]; Tie signaling pathway [GO:0048014]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169],GO:0000165; GO:0001525; GO:0001666; GO:0001934; GO:0001935; GO:0001938; GO:0001958; GO:0002040; GO:0004672; GO:0004713; GO:0004714; GO:0004872; GO:0005088; GO:0005524; GO:0005576; GO:0005737; GO:0005815; GO:0005886; GO:0005887; GO:0005902; GO:0005911; GO:0005925; GO:0007165; GO:0007169; GO:0007267; GO:0007507; GO:0009925; GO:0009986; GO:0010595; GO:0014068; GO:0016323; GO:0016324; GO:0016525; GO:0018108; GO:0032878; GO:0034446; GO:0043066; GO:0043114; GO:0043434; GO:0043552; GO:0043627; GO:0045121; GO:0045766; GO:0046777; GO:0048014; GO:0050728; GO:0050900; GO:0051259; GO:0051591; GO:0051894; GO:0051897; GO:0060216; GO:0060347; GO:0070374; GO:0072012; GO:1902533; GO:2000251; GO:2000351; GO:2000352,,,cd00063;,PF00041;PF10430;PF07714;,apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; microtubule organizing center [GO:0005815]; microvillus [GO:0005902]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein tyrosine kinase activity [GO:0004713]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]; receptor activity [GO:0004872]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; angiogenesis [GO:0001525]; cell-cell signaling [GO:0007267]; definitive hemopoiesis [GO:0060216]; endochondral ossification [GO:0001958]; endothelial cell proliferation [GO:0001935]; glomerulus vasculature development [GO:0072012]; heart development [GO:0007507]; heart trabecula formation [GO:0060347]; leukocyte migration [GO:0050900]; MAPK cascade [GO:0000165]; negative regulation of angiogenesis [GO:0016525]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of inflammatory response [GO:0050728]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of actin cytoskeleton reorganization [GO:2000251]; positive regulation of angiogenesis [GO:0045766]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of intracellular signal transduction [GO:1902533]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; protein autophosphorylation [GO:0046777]; protein oligomerization [GO:0051259]; regulation of endothelial cell apoptotic process [GO:2000351]; regulation of establishment or maintenance of cell polarity [GO:0032878]; regulation of vascular permeability [GO:0043114]; response to cAMP [GO:0051591]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; response to peptide hormone [GO:0043434]; signal transduction [GO:0007165]; sprouting angiogenesis [GO:0002040]; substrate adhesion-dependent cell spreading [GO:0034446]; Tie signaling pathway [GO:0048014]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]
